origin_city,origin_state,destination_city,destination_state,hours
Pittsburgh,Pennsylvania,Boston,Massachusetts,20.00
Pittsburgh,Pennsylvania,New York,New York,13.00
Pittsburgh,Pennsylvania,Philadelphia,Pennsylvania,10.83
Pittsburgh,Pennsylvania,Baltimore,Maryland,11.50
Pittsburgh,Pennsylvania,Washington,District of Columbia,12.50
Pittsburgh,Pennsylvania,Chicago,Illinois,13.75
Pittsburgh,Pennsylvania,Charleston,South Carolina,32.00
Pittsburgh,Pennsylvania,Cincinnati,Ohio,10.50
Pittsburgh,Pennsylvania,St. Louis,Missouri,17.75
Pittsburgh,Pennsylvania,Omaha,Nebraska,84.00
Pittsburgh,Pennsylvania,San Francisco,California,99.25
Williamsport,Pennsylvania,Boston,Massachusetts,16.85
Williamsport,Pennsylvania,New York,New York,11.08
Williamsport,Pennsylvania,Philadelphia,Pennsylvania,8.00
Williamsport,Pennsylvania,Baltimore,Maryland,8.00
Williamsport,Pennsylvania,Washington,District of Columbia,9.00
Williamsport,Pennsylvania,Pittsburgh,Pennsylvania,12.00
Williamsport,Pennsylvania,Chicago,Illinois,26.58
Williamsport,Pennsylvania,Charleston,South Carolina,27.58
Williamsport,Pennsylvania,Cincinnati,Ohio,23.00
Williamsport,Pennsylvania,St. Louis,Missouri,32.50
Williamsport,Pennsylvania,Omaha,Nebraska,48.00
Williamsport,Pennsylvania,San Francisco,California,109.25
Newport,Rhode Island,Boston,Massachusetts,2.50
Newport,Rhode Island,New York,New York,8.50
Newport,Rhode Island,Philadelphia,Pennsylvania,11.50
Newport,Rhode Island,Baltimore,Maryland,14.50
Newport,Rhode Island,Washington,District of Columbia,15.50
Newport,Rhode Island,Pittsburgh,Pennsylvania,22.83
Newport,Rhode Island,Chicago,Illinois,35.25
Newport,Rhode Island,Charleston,South Carolina,45.25
Newport,Rhode Island,Cincinnati,Ohio,31.67
Newport,Rhode Island,St. Louis,Missouri,44.00
Newport,Rhode Island,Omaha,Nebraska,53.50
Newport,Rhode Island,San Francisco,California,119.25
Providence,Rhode Island,Boston,Massachusetts,1.00
Providence,Rhode Island,New York,New York,6.00
Providence,Rhode Island,Philadelphia,Pennsylvania,9.00
Providence,Rhode Island,Baltimore,Maryland,12.00
Providence,Rhode Island,Washington,District of Columbia,13.00
Providence,Rhode Island,Pittsburgh,Pennsylvania,19.33
Providence,Rhode Island,Chicago,Illinois,32.75
Providence,Rhode Island,Charleston,South Carolina,44.75
Providence,Rhode Island,Cincinnati,Ohio,29.17
Providence,Rhode Island,St. Louis,Missouri,42.50
Providence,Rhode Island,Omaha,Nebraska,52.00
Providence,Rhode Island,San Francisco,California,118.75
Charleston,South Carolina,Boston,Massachusetts,37.50
Charleston,South Carolina,New York,New York,25.33
Charleston,South Carolina,Philadelphia,Pennsylvania,22.67
Charleston,South Carolina,Baltimore,Maryland,19.67
Charleston,South Carolina,Washington,District of Columbia,18.33
Charleston,South Carolina,Pittsburgh,Pennsylvania,32.75
Charleston,South Carolina,Chicago,Illinois,45.17
Charleston,South Carolina,Cincinnati,Ohio,89.08
Charleston,South Carolina,St. Louis,Missouri,36.17
Charleston,South Carolina,Omaha,Nebraska,60.50
Charleston,South Carolina,San Francisco,California,126.25
Columbia,South Carolina,Boston,Massachusetts,36.58
Columbia,South Carolina,New York,New York,38.08
Columbia,South Carolina,Philadelphia,Pennsylvania,25.75
Columbia,South Carolina,Baltimore,Maryland,22.00
Columbia,South Carolina,Washington,District of Columbia,21.33
Columbia,South Carolina,Pittsburgh,Pennsylvania,32.75
Columbia,South Carolina,Chicago,Illinois,38.50
Columbia,South Carolina,Charleston,South Carolina,4.00
Columbia,South Carolina,Cincinnati,Ohio,31.50
Columbia,South Carolina,St. Louis,Missouri,33.17
Columbia,South Carolina,Omaha,Nebraska,58.75
Columbia,South Carolina,San Francisco,California,124.25
Port Royal,South Carolina,Boston,Massachusetts,44.58
Port Royal,South Carolina,New York,New York,36.08
Port Royal,South Carolina,Philadelphia,Pennsylvania,33.00
Port Royal,South Carolina,Baltimore,Maryland,29.00
Port Royal,South Carolina,Washington,District of Columbia,27.33
Port Royal,South Carolina,Pittsburgh,Pennsylvania,38.75
Port Royal,South Carolina,Chicago,Illinois,40.50
Port Royal,South Carolina,Charleston,South Carolina,5.00
Port Royal,South Carolina,Cincinnati,Ohio,37.50
Port Royal,South Carolina,St. Louis,Missouri,39.17
Port Royal,South Carolina,Omaha,Nebraska,60.75
Port Royal,South Carolina,San Francisco,California,126.25
Chattanooga,Tennessee,Boston,Massachusetts,39.00
Chattanooga,Tennessee,New York,New York,31.83
Chattanooga,Tennessee,Philadelphia,Pennsylvania,28.00
Chattanooga,Tennessee,Baltimore,Maryland,25.88
Chattanooga,Tennessee,Washington,District of Columbia,24.38
Chattanooga,Tennessee,Pittsburgh,Pennsylvania,24.00
Chattanooga,Tennessee,Chicago,Illinois,24.00
Chattanooga,Tennessee,Charleston,South Carolina,27.00
Chattanooga,Tennessee,Cincinnati,Ohio,11.67
Chattanooga,Tennessee,St. Louis,Missouri,20.00
Chattanooga,Tennessee,Omaha,Nebraska,44.00
Chattanooga,Tennessee,San Francisco,California,109.25
Knoxville,Tennessee,Boston,Massachusetts,35.00
Knoxville,Tennessee,New York,New York,27.17
Knoxville,Tennessee,Philadelphia,Pennsylvania,24.00
Knoxville,Tennessee,Baltimore,Maryland,21.88
Knoxville,Tennessee,Washington,District of Columbia,20.38
Knoxville,Tennessee,Pittsburgh,Pennsylvania,30.00
Knoxville,Tennessee,Chicago,Illinois,30.00
Knoxville,Tennessee,Charleston,South Carolina,33.00
Knoxville,Tennessee,Cincinnati,Ohio,17.67
Knoxville,Tennessee,St. Louis,Missouri,25.00
Knoxville,Tennessee,Omaha,Nebraska,50.00
Knoxville,Tennessee,San Francisco,California,116.25
Memphis,Tennessee,Boston,Massachusetts,49.00
Memphis,Tennessee,New York,New York,40.00
Memphis,Tennessee,Philadelphia,Pennsylvania,37.00
Memphis,Tennessee,Baltimore,Maryland,34.88
Memphis,Tennessee,Washington,District of Columbia,32.38
Memphis,Tennessee,Pittsburgh,Pennsylvania,31.92
Memphis,Tennessee,Chicago,Illinois,30.00
Memphis,Tennessee,Charleston,South Carolina,45.00
Memphis,Tennessee,Cincinnati,Ohio,21.00
Memphis,Tennessee,St. Louis,Missouri,23.58
Memphis,Tennessee,Omaha,Nebraska,33.25
Memphis,Tennessee,San Francisco,California,99.25
Nashville,Tennessee,Boston,Massachusetts,41.50
Nashville,Tennessee,New York,New York,34.67
Nashville,Tennessee,Philadelphia,Pennsylvania,31.33
Nashville,Tennessee,Baltimore,Maryland,31.67
Nashville,Tennessee,Washington,District of Columbia,30.67
Nashville,Tennessee,Pittsburgh,Pennsylvania,20.67
Nashville,Tennessee,Chicago,Illinois,25.50
Nashville,Tennessee,Charleston,South Carolina,40.42
Nashville,Tennessee,Cincinnati,Ohio,10.08
Nashville,Tennessee,St. Louis,Missouri,12.42
Nashville,Tennessee,Omaha,Nebraska,25.50
Nashville,Tennessee,San Francisco,California,96.25
Austin,Texas,Boston,Massachusetts,84.67
Austin,Texas,New York,New York,77.83
Austin,Texas,Philadelphia,Pennsylvania,70.50
Austin,Texas,Baltimore,Maryland,76.83
Austin,Texas,Washington,District of Columbia,77.83
Austin,Texas,Pittsburgh,Pennsylvania,65.67
Austin,Texas,Chicago,Illinois,57.33
Austin,Texas,Charleston,South Carolina,61.50
Austin,Texas,Cincinnati,Ohio,55.33
Austin,Texas,St. Louis,Missouri,46.00
Austin,Texas,Omaha,Nebraska,68.33
Austin,Texas,San Francisco,California,88.25
Galveston,Texas,Boston,Massachusetts,83.33
Galveston,Texas,New York,New York,76.50
Galveston,Texas,Philadelphia,Pennsylvania,73.17
Galveston,Texas,Baltimore,Maryland,75.50
Galveston,Texas,Washington,District of Columbia,76.50
Galveston,Texas,Pittsburgh,Pennsylvania,64.33
Galveston,Texas,Chicago,Illinois,56.00
Galveston,Texas,Charleston,South Carolina,55.42
Galveston,Texas,Cincinnati,Ohio,54.00
Galveston,Texas,St. Louis,Missouri,41.75
Galveston,Texas,Omaha,Nebraska,67.00
Galveston,Texas,San Francisco,California,102.25
San Antonio,Texas,Boston,Massachusetts,79.83
San Antonio,Texas,New York,New York,73.00
San Antonio,Texas,Philadelphia,Pennsylvania,69.67
San Antonio,Texas,Baltimore,Maryland,72.00
San Antonio,Texas,Washington,District of Columbia,73.00
San Antonio,Texas,Pittsburgh,Pennsylvania,58.83
San Antonio,Texas,Chicago,Illinois,52.50
San Antonio,Texas,Charleston,South Carolina,62.42
San Antonio,Texas,Cincinnati,Ohio,51.50
San Antonio,Texas,St. Louis,Missouri,40.25
San Antonio,Texas,Omaha,Nebraska,63.50
San Antonio,Texas,San Francisco,California,84.25
Sherman,Texas,Boston,Massachusetts,73.83
Sherman,Texas,New York,New York,66.00
Sherman,Texas,Philadelphia,Pennsylvania,70.00
Sherman,Texas,Baltimore,Maryland,68.50
Sherman,Texas,Washington,District of Columbia,67.33
Sherman,Texas,Pittsburgh,Pennsylvania,54.00
Sherman,Texas,Chicago,Illinois,43.25
Sherman,Texas,Charleston,South Carolina,65.25
Sherman,Texas,Cincinnati,Ohio,43.83
Sherman,Texas,St. Louis,Missouri,31.50
Sherman,Texas,Omaha,Nebraska,31.00
Sherman,Texas,San Francisco,California,123.22
Ogden,Utah,Boston,Massachusetts,87.50
Ogden,Utah,New York,New York,80.50
Ogden,Utah,Philadelphia,Pennsylvania,78.67
Ogden,Utah,Baltimore,Maryland,78.00
Ogden,Utah,Washington,District of Columbia,79.00
Ogden,Utah,Pittsburgh,Pennsylvania,67.83
Ogden,Utah,Chicago,Illinois,60.50
Ogden,Utah,Charleston,South Carolina,107.75
Ogden,Utah,Cincinnati,Ohio,67.00
Ogden,Utah,St. Louis,Missouri,65.50
Ogden,Utah,Omaha,Nebraska,41.00
Ogden,Utah,San Francisco,California,38.25
Salt Lake City,Utah,Boston,Massachusetts,89.50
Salt Lake City,Utah,New York,New York,89.50
Salt Lake City,Utah,Philadelphia,Pennsylvania,86.67
Salt Lake City,Utah,Baltimore,Maryland,80.00
Salt Lake City,Utah,Washington,District of Columbia,71.00
Salt Lake City,Utah,Pittsburgh,Pennsylvania,69.83
Salt Lake City,Utah,Chicago,Illinois,58.80
Salt Lake City,Utah,Charleston,South Carolina,109.75
Salt Lake City,Utah,Cincinnati,Ohio,69.00
Salt Lake City,Utah,St. Louis,Missouri,67.50
Salt Lake City,Utah,Omaha,Nebraska,43.00
Salt Lake City,Utah,San Francisco,California,40.25
Montpelier,Vermont,Boston,Massachusetts,7.00
Montpelier,Vermont,New York,New York,10.25
Montpelier,Vermont,Philadelphia,Pennsylvania,13.08
Montpelier,Vermont,Baltimore,Maryland,16.58
Montpelier,Vermont,Washington,District of Columbia,17.58
Montpelier,Vermont,Pittsburgh,Pennsylvania,25.00
Montpelier,Vermont,Chicago,Illinois,41.33
Montpelier,Vermont,Charleston,South Carolina,44.33
Montpelier,Vermont,Cincinnati,Ohio,81.58
Montpelier,Vermont,St. Louis,Missouri,48.42
Montpelier,Vermont,Omaha,Nebraska,61.50
Montpelier,Vermont,San Francisco,California,127.25
White River Junction,Vermont,Boston,Massachusetts,5.00
White River Junction,Vermont,New York,New York,8.25
White River Junction,Vermont,Philadelphia,Pennsylvania,13.08
White River Junction,Vermont,Baltimore,Maryland,14.58
White River Junction,Vermont,Washington,District of Columbia,15.58
White River Junction,Vermont,Pittsburgh,Pennsylvania,23.00
White River Junction,Vermont,Chicago,Illinois,39.33
White River Junction,Vermont,Charleston,South Carolina,42.00
White River Junction,Vermont,Cincinnati,Ohio,35.58
White River Junction,Vermont,St. Louis,Missouri,46.33
White River Junction,Vermont,Omaha,Nebraska,59.50
White River Junction,Vermont,San Francisco,California,125.25
Lynchburgh,Virginia,Boston,Massachusetts,24.50
Lynchburgh,Virginia,New York,New York,14.33
Lynchburgh,Virginia,Philadelphia,Pennsylvania,11.50
Lynchburgh,Virginia,Baltimore,Maryland,8.42
Lynchburgh,Virginia,Washington,District of Columbia,6.67
Lynchburgh,Virginia,Pittsburgh,Pennsylvania,21.75
Lynchburgh,Virginia,Chicago,Illinois,84.83
Lynchburgh,Virginia,Charleston,South Carolina,16.58
Lynchburgh,Virginia,Cincinnati,Ohio,26.00
Lynchburgh,Virginia,St. Louis,Missouri,40.67
Lynchburgh,Virginia,Omaha,Nebraska,54.00
Lynchburgh,Virginia,San Francisco,California,110.25
Norfolk,Virginia,Boston,Massachusetts,23.00
Norfolk,Virginia,New York,New York,15.33
Norfolk,Virginia,Philadelphia,Pennsylvania,12.28
Norfolk,Virginia,Baltimore,Maryland,9.00
Norfolk,Virginia,Washington,District of Columbia,8.67
Norfolk,Virginia,Pittsburgh,Pennsylvania,24.25
Norfolk,Virginia,Chicago,Illinois,36.75
Norfolk,Virginia,Charleston,South Carolina,19.33
Norfolk,Virginia,Cincinnati,Ohio,34.42
Norfolk,Virginia,St. Louis,Missouri,48.13
Norfolk,Virginia,Omaha,Nebraska,50.00
Norfolk,Virginia,San Francisco,California,116.25
Richmond,Virginia,Boston,Massachusetts,18.00
Richmond,Virginia,New York,New York,11.33
Richmond,Virginia,Philadelphia,Pennsylvania,8.28
Richmond,Virginia,Baltimore,Maryland,5.83
Richmond,Virginia,Washington,District of Columbia,4.67
Richmond,Virginia,Pittsburgh,Pennsylvania,20.25
Richmond,Virginia,Chicago,Illinois,33.75
Richmond,Virginia,Charleston,South Carolina,14.00
Richmond,Virginia,Cincinnati,Ohio,31.42
Richmond,Virginia,St. Louis,Missouri,40.50
Richmond,Virginia,Omaha,Nebraska,53.00
Richmond,Virginia,San Francisco,California,119.25
Staunton,Virginia,Boston,Massachusetts,21.50
Staunton,Virginia,New York,New York,14.00
Staunton,Virginia,Philadelphia,Pennsylvania,13.00
Staunton,Virginia,Baltimore,Maryland,8.50
Staunton,Virginia,Washington,District of Columbia,7.25
Staunton,Virginia,Pittsburgh,Pennsylvania,21.00
Staunton,Virginia,Chicago,Illinois,33.00
Staunton,Virginia,Charleston,South Carolina,44.00
Staunton,Virginia,Cincinnati,Ohio,20.00
Staunton,Virginia,St. Louis,Missouri,33.67
Staunton,Virginia,Omaha,Nebraska,53.00
Staunton,Virginia,San Francisco,California,119.25
Tacoma,Washington Territory,Boston,Massachusetts,124.00
Tacoma,Washington Territory,New York,New York,124.92
Tacoma,Washington Territory,Philadelphia,Pennsylvania,124.17
Tacoma,Washington Territory,Baltimore,Maryland,126.58
Tacoma,Washington Territory,Washington,District of Columbia,127.42
Tacoma,Washington Territory,Pittsburgh,Pennsylvania,113.25
Tacoma,Washington Territory,Chicago,Illinois,93.25
Tacoma,Washington Territory,Charleston,South Carolina,148.17
Tacoma,Washington Territory,Cincinnati,Ohio,107.42
Tacoma,Washington Territory,St. Louis,Missouri,94.08
Tacoma,Washington Territory,Omaha,Nebraska,71.25
Tacoma,Washington Territory,San Francisco,California,48.75
Olympia,Washington Territory,Boston,Massachusetts,129.00
Olympia,Washington Territory,New York,New York,123.92
Olympia,Washington Territory,Philadelphia,Pennsylvania,125.17
Olympia,Washington Territory,Baltimore,Maryland,127.58
Olympia,Washington Territory,Washington,District of Columbia,128.42
Olympia,Washington Territory,Pittsburgh,Pennsylvania,114.25
Olympia,Washington Territory,Chicago,Illinois,96.25
Olympia,Washington Territory,Charleston,South Carolina,149.17
Olympia,Washington Territory,Cincinnati,Ohio,108.42
Olympia,Washington Territory,St. Louis,Missouri,95.08
Olympia,Washington Territory,Omaha,Nebraska,72.25
Olympia,Washington Territory,San Francisco,California,48.58
Charleston,West Virginia,Boston,Massachusetts,27.00
Charleston,West Virginia,New York,New York,20.00
Charleston,West Virginia,Philadelphia,Pennsylvania,17.00
Charleston,West Virginia,Baltimore,Maryland,14.00
Charleston,West Virginia,Washington,District of Columbia,13.00
Charleston,West Virginia,Pittsburgh,Pennsylvania,17.00
Charleston,West Virginia,Chicago,Illinois,16.83
Charleston,West Virginia,Charleston,South Carolina,28.00
Charleston,West Virginia,Cincinnati,Ohio,6.00
Charleston,West Virginia,St. Louis,Missouri,17.67
Charleston,West Virginia,Omaha,Nebraska,26.50
Charleston,West Virginia,San Francisco,California,102.25
Grafton,West Virginia,Boston,Massachusetts,22.25
Grafton,West Virginia,New York,New York,15.08
Grafton,West Virginia,Philadelphia,Pennsylvania,12.42
Grafton,West Virginia,Baltimore,Maryland,9.75
Grafton,West Virginia,Washington,District of Columbia,8.58
Grafton,West Virginia,Pittsburgh,Pennsylvania,11.83
Grafton,West Virginia,Chicago,Illinois,20.58
Grafton,West Virginia,Charleston,South Carolina,27.25
Grafton,West Virginia,Cincinnati,Ohio,9.83
Grafton,West Virginia,St. Louis,Missouri,20.92
Grafton,West Virginia,Omaha,Nebraska,40.25
Grafton,West Virginia,San Francisco,California,106.25
Huntington,West Virginia,Boston,Massachusetts,28.67
Huntington,West Virginia,New York,New York,21.17
Huntington,West Virginia,Philadelphia,Pennsylvania,38.83
Huntington,West Virginia,Baltimore,Maryland,15.58
Huntington,West Virginia,Washington,District of Columbia,14.42
Huntington,West Virginia,Pittsburgh,Pennsylvania,15.67
Huntington,West Virginia,Chicago,Illinois,15.50
Huntington,West Virginia,Charleston,South Carolina,38.42
Huntington,West Virginia,Cincinnati,Ohio,5.00
Huntington,West Virginia,St. Louis,Missouri,16.33
Huntington,West Virginia,Omaha,Nebraska,35.17
Huntington,West Virginia,San Francisco,California,101.25
Wheeling,West Virginia,Boston,Massachusetts,23.25
Wheeling,West Virginia,New York,New York,16.25
Wheeling,West Virginia,Philadelphia,Pennsylvania,16.00
Wheeling,West Virginia,Baltimore,Maryland,13.25
Wheeling,West Virginia,Washington,District of Columbia,12.00
Wheeling,West Virginia,Pittsburgh,Pennsylvania,4.33
Wheeling,West Virginia,Chicago,Illinois,17.00
Wheeling,West Virginia,Charleston,South Carolina,32.75
Wheeling,West Virginia,Cincinnati,Ohio,12.33
Wheeling,West Virginia,St. Louis,Missouri,22.83
Wheeling,West Virginia,Omaha,Nebraska,37.92
Wheeling,West Virginia,San Francisco,California,103.25
Madison,Wisconsin,Boston,Massachusetts,33.00
Madison,Wisconsin,New York,New York,30.00
Madison,Wisconsin,Philadelphia,Pennsylvania,31.17
Madison,Wisconsin,Baltimore,Maryland,31.50
Madison,Wisconsin,Washington,District of Columbia,32.50
Madison,Wisconsin,Pittsburgh,Pennsylvania,17.33
Madison,Wisconsin,Chicago,Illinois,5.50
Madison,Wisconsin,Charleston,South Carolina,59.25
Madison,Wisconsin,Cincinnati,Ohio,18.50
Madison,Wisconsin,St. Louis,Missouri,18.08
Madison,Wisconsin,Omaha,Nebraska,20.50
Madison,Wisconsin,San Francisco,California,86.25
Milwaukee,Wisconsin,Boston,Massachusetts,34.33
Milwaukee,Wisconsin,New York,New York,28.33
Milwaukee,Wisconsin,Philadelphia,Pennsylvania,26.50
Milwaukee,Wisconsin,Baltimore,Maryland,29.83
Milwaukee,Wisconsin,Washington,District of Columbia,30.83
Milwaukee,Wisconsin,Pittsburgh,Pennsylvania,15.67
Milwaukee,Wisconsin,Chicago,Illinois,3.83
Milwaukee,Wisconsin,Charleston,South Carolina,57.58
Milwaukee,Wisconsin,Cincinnati,Ohio,14.83
Milwaukee,Wisconsin,St. Louis,Missouri,14.42
Milwaukee,Wisconsin,Omaha,Nebraska,23.83
Milwaukee,Wisconsin,San Francisco,California,89.25
Prairie du Chien,Wisconsin,Boston,Massachusetts,38.50
Prairie du Chien,Wisconsin,New York,New York,36.67
Prairie du Chien,Wisconsin,Philadelphia,Pennsylvania,36.83
Prairie du Chien,Wisconsin,Baltimore,Maryland,35.00
Prairie du Chien,Wisconsin,Washington,District of Columbia,36.00
Prairie du Chien,Wisconsin,Pittsburgh,Pennsylvania,24.83
Prairie du Chien,Wisconsin,Chicago,Illinois,11.83
Prairie du Chien,Wisconsin,Charleston,South Carolina,61.75
Prairie du Chien,Wisconsin,Cincinnati,Ohio,22.00
Prairie du Chien,Wisconsin,St. Louis,Missouri,22.58
Prairie du Chien,Wisconsin,Omaha,Nebraska,23.00
Prairie du Chien,Wisconsin,San Francisco,California,89.25
Cheyenne,Wyoming,Boston,Massachusetts,67.17
Cheyenne,Wyoming,New York,New York,63.17
Cheyenne,Wyoming,Philadelphia,Pennsylvania,57.33
Cheyenne,Wyoming,Baltimore,Maryland,58.83
Cheyenne,Wyoming,Washington,District of Columbia,58.67
Cheyenne,Wyoming,Pittsburgh,Pennsylvania,45.50
Cheyenne,Wyoming,Chicago,Illinois,32.73
Cheyenne,Wyoming,Charleston,South Carolina,108.42
Cheyenne,Wyoming,Cincinnati,Ohio,42.67
Cheyenne,Wyoming,St. Louis,Missouri,39.17
Cheyenne,Wyoming,Omaha,Nebraska,17.67
Cheyenne,Wyoming,San Francisco,California,51.00